filename,video-duration,fps,video-frames
undercover-left_videos_20220926_085050.mp4,120.0,30.0,3600
undercover-left_videos_20220926_125034.mp4,86.0,30.0,2580
undercover-left_videos_20220926_104343.mp4,88.0,30.0,2640
undercover-left_videos_20220926_121642.mp4,109.0,30.0,3270
undercover-left_videos_20220926_093307.mp4,147.0,30.0,4410
undercover-left_videos_20220926_091533.mp4,109.0,30.0,3270
undercover-left_videos_20220926_080701.mp4,88.0,30.0,2640
undercover-left_videos_20220926_095625.mp4,91.0,30.0,2730
undercover-left_videos_20220926_075906.mp4,120.0,30.0,3600
undercover-left_videos_20220926_073644.mp4,94.0,30.0,2820
undercover-left_videos_20230315_130924.mp4,60.0,30.0,1800
undercover-left_videos_20230315_144925.mp4,60.0,30.0,1800
undercover-left_videos_20230315_140624.mp4,60.0,30.0,1800
undercover-left_videos_20230315_105223.mp4,60.0,30.0,1800
undercover-left_videos_20230315_121524.mp4,60.0,30.0,1800
undercover-left_videos_20230315_092922.mp4,60.0,30.0,1800
undercover-left_videos_20230315_101523.mp4,60.0,30.0,1800
undercover-left_videos_20230315_135624.mp4,60.0,30.0,1800
undercover-left_videos_20230315_125024.mp4,60.0,30.0,1800
undercover-left_videos_20230315_084522.mp4,60.0,30.0,1800
undercover-left_videos_20230315_084922.mp4,60.0,30.0,1800
undercover-left_videos_20230315_080021.mp4,60.0,30.0,1800
undercover-left_videos_20230316_122435.mp4,60.0,30.0,1800
undercover-left_videos_20230316_124635.mp4,60.0,30.0,1800
undercover-left_videos_20230316_101934.mp4,60.0,30.0,1800
undercover-left_videos_20230316_112134.mp4,60.0,30.0,1800
undercover-left_videos_20230316_100334.mp4,60.0,30.0,1800
undercover-left_videos_20230316_104334.mp4,60.0,30.0,1800
undercover-left_videos_20230316_095234.mp4,60.0,30.0,1800
undercover-left_videos_20230316_082734.mp4,60.0,30.0,1800
undercover-left_videos_20230316_081034.mp4,60.0,30.0,1800
undercover-left_videos_20230316_083434.mp4,60.0,30.0,1800
undercover-left_videos_20230316_073033.mp4,60.0,30.0,1800
undercover-left_videos_20230316_074033.mp4,60.0,30.0,1800
undercover-left_videos_20220418_203132.mp4,60.0,30.0,1800
undercover-left_videos_20220418_221518.mp4,60.0,30.0,1800
undercover-left_videos_20220418_220624.mp4,60.0,30.0,1800
undercover-left_videos_20220418_170936.mp4,60.0,30.0,1800
undercover-left_videos_20220418_205609.mp4,60.0,30.0,1800
undercover-left_videos_20220418_193620.mp4,60.0,30.0,1800
undercover-left_videos_20220418_195643.mp4,60.0,30.0,1800
undercover-left_videos_20220418_173909.mp4,60.0,30.0,1800
undercover-left_videos_20220418_193147.mp4,60.0,30.0,1800
undercover-left_videos_20220418_133709.mp4,60.0,30.0,1800
undercover-left_videos_20220418_145727.mp4,60.0,30.0,1800
undercover-left_videos_20220418_145834.mp4,60.0,30.0,1800
undercover-left_videos_20220418_124705.mp4,60.0,30.0,1800
undercover-left_videos_20220418_175032.mp4,60.0,30.0,1800
undercover-left_videos_20220418_123558.mp4,60.0,30.0,1800
undercover-left_videos_20220418_144511.mp4,60.0,30.0,1800
undercover-left_videos_20220418_111444.mp4,60.0,30.0,1800
undercover-left_videos_20220418_131026.mp4,60.0,30.0,1800
undercover-left_videos_20220418_121809.mp4,60.0,30.0,1800
undercover-left_videos_20220418_110336.mp4,60.0,30.0,1800
undercover-left_videos_20220418_123918.mp4,60.0,30.0,1800
undercover-left_videos_20220418_110016.mp4,60.0,30.0,1800
undercover-left_videos_20220418_103227.mp4,60.0,30.0,1800
undercover-left_videos_20220418_101546.mp4,60.0,30.0,1800
undercover-left_videos_20220418_103334.mp4,60.0,30.0,1800
undercover-left_videos_20220418_094757.mp4,60.0,30.0,1800
